0,0.00390625
1,0.00390625
2,0.00390625
3,0.00390625
4,0.00390625
5,0.00390625
6,0.00390625
7,0.00390625
8,0.00390625
9,0.00390625
10,0.00390625
11,0.00390625
12,0.00390625
13,0.00390625
14,0.00390625
15,0.00390625
16,0.00390625
17,0.00390625
18,0.00390625
19,0.00390625
20,0.00390625
21,0.00390625
22,0.00390625
23,0.00390625
24,0.00390625
25,0.00390625
26,0.00390625
27,0.00390625
28,0.00390625
29,0.00390625
30,0.00390625
31,0.00390625
32,0.00390625
33,0.00390625
34,0.00390625
35,0.00390625
36,0.00390625
37,0.00390625
38,0.00390625
39,0.00390625
40,0.00390625
41,0.00390625
42,0.00390625
43,0.00390625
44,0.00390625
45,0.00390625
46,0.00390625
47,0.00390625
48,0.00390625
49,0.00390625
50,0.00390625
51,0.00390625
52,0.00390625
53,0.00390625
54,0.00390625
55,0.00390625
56,0.00390625
57,0.00390625
58,0.00390625
59,0.00390625
60,0.00390625
61,0.00390625
62,0.00390625
63,0.00390625
64,0.00390625
65,0.00390625
66,0.00390625
67,0.00390625
68,0.00390625
69,0.00390625
70,0.00390625
71,0.00390625
72,0.00390625
73,0.00390625
74,0.00390625
75,0.00390625
76,0.00390625
77,0.00390625
78,0.00390625
79,0.00390625
80,0.00390625
81,0.00390625
82,0.00390625
83,0.00390625
84,0.00390625
85,0.00390625
86,0.00390625
87,0.00390625
88,0.00390625
89,0.00390625
90,0.00390625
91,0.00390625
92,0.00390625
93,0.00390625
94,0.00390625
95,0.00390625
96,0.00390625
97,0.00390625
98,0.00390625
99,0.00390625
100,0.00390625
101,0.00390625
102,0.00390625
103,0.00390625
104,0.00390625
105,0.00390625
106,0.00390625
107,0.00390625
108,0.00390625
109,0.00390625
110,0.00390625
111,0.00390625
112,0.00390625
113,0.00390625
114,0.00390625
115,0.00390625
116,0.00390625
117,0.00390625
118,0.00390625
119,0.00390625
120,0.00390625
121,0.00390625
122,0.00390625
123,0.00390625
124,0.00390625
125,0.00390625
126,0.00390625
127,0.00390625
128,0.00390625
129,0.00390625
130,0.00390625
131,0.00390625
132,0.00390625
133,0.00390625
134,0.00390625
135,0.00390625
136,0.00390625
137,0.00390625
138,0.00390625
139,0.00390625
140,0.00390625
141,0.00390625
142,0.00390625
143,0.00390625
144,0.00390625
145,0.00390625
146,0.00390625
147,0.00390625
148,0.00390625
149,0.00390625
150,0.00390625
151,0.00390625
152,0.00390625
153,0.00390625
154,0.00390625
155,0.00390625
156,0.00390625
157,0.00390625
158,0.00390625
159,0.00390625
160,0.00390625
161,0.00390625
162,0.00390625
163,0.00390625
164,0.00390625
165,0.00390625
166,0.00390625
167,0.00390625
168,0.00390625
169,0.00390625
170,0.00390625
171,0.00390625
172,0.00390625
173,0.00390625
174,0.00390625
175,0.00390625
176,0.00390625
177,0.00390625
178,0.00390625
179,0.00390625
180,0.00390625
181,0.00390625
182,0.00390625
183,0.00390625
184,0.00390625
185,0.00390625
186,0.00390625
187,0.00390625
188,0.00390625
189,0.00390625
190,0.00390625
191,0.00390625
192,0.00390625
193,0.00390625
194,0.00390625
195,0.00390625
196,0.00390625
197,0.00390625
198,0.00390625
199,0.00390625
200,0.00390625
201,0.00390625
202,0.00390625
203,0.00390625
204,0.00390625
205,0.00390625
206,0.00390625
207,0.00390625
208,0.00390625
209,0.00390625
210,0.00390625
211,0.00390625
212,0.00390625
213,0.00390625
214,0.00390625
215,0.00390625
216,0.00390625
217,0.00390625
218,0.00390625
219,0.00390625
220,0.00390625
221,0.00390625
222,0.00390625
223,0.00390625
224,0.00390625
225,0.00390625
226,0.00390625
227,0.00390625
228,0.00390625
229,0.00390625
230,0.00390625
231,0.00390625
232,0.00390625
233,0.00390625
234,0.00390625
235,0.00390625
236,0.00390625
237,0.00390625
238,0.00390625
239,0.00390625
240,0.00390625
241,0.00390625
242,0.00390625
243,0.00390625
244,0.00390625
245,0.00390625
246,0.00390625
247,0.00390625
248,0.00390625
249,0.00390625
250,0.00390625
251,0.00390625
252,0.00390625
253,0.00390625
254,0.00390625
255,0.00390625
